"Label (Grouping)","HOUSEHOLDS BY TYPE","HOUSEHOLDS BY TYPE!!Total households","HOUSEHOLDS BY TYPE!!Total households!!Married-couple household","HOUSEHOLDS BY TYPE!!Total households!!Married-couple household!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household","HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone!!65 years and over","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone!!65 years and over","HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over","HOUSEHOLDS BY TYPE!!Total households!!Average household size","HOUSEHOLDS BY TYPE!!Total households!!Average family size","RELATIONSHIP","RELATIONSHIP!!Population in households","RELATIONSHIP!!Population in households!!Householder","RELATIONSHIP!!Population in households!!Spouse","RELATIONSHIP!!Population in households!!Unmarried partner","RELATIONSHIP!!Population in households!!Child","RELATIONSHIP!!Population in households!!Other relatives","RELATIONSHIP!!Population in households!!Other nonrelatives","MARITAL STATUS","MARITAL STATUS!!Males 15 years and over","MARITAL STATUS!!Males 15 years and over!!Never married","MARITAL STATUS!!Males 15 years and over!!Now married, except separated","MARITAL STATUS!!Males 15 years and over!!Separated","MARITAL STATUS!!Males 15 years and over!!Widowed","MARITAL STATUS!!Males 15 years and over!!Divorced","MARITAL STATUS!!Females 15 years and over","MARITAL STATUS!!Females 15 years and over!!Never married","MARITAL STATUS!!Females 15 years and over!!Now married, except separated","MARITAL STATUS!!Females 15 years and over!!Separated","MARITAL STATUS!!Females 15 years and over!!Widowed","MARITAL STATUS!!Females 15 years and over!!Divorced","FERTILITY","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old","GRANDPARENTS","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married","SCHOOL ENROLLMENT","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8)","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school","EDUCATIONAL ATTAINMENT","EDUCATIONAL ATTAINMENT!!Population 25 years and over","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","VETERAN STATUS","VETERAN STATUS!!Civilian population 18 years and over","VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability","RESIDENCE 1 YEAR AGO","RESIDENCE 1 YEAR AGO!!Population 1 year and over","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Same county","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Different county","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Different county!!Same state","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Different county!!Different state","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Abroad","PLACE OF BIRTH","PLACE OF BIRTH!!Total population","PLACE OF BIRTH!!Total population!!Native","PLACE OF BIRTH!!Total population!!Native!!Born in United States","PLACE OF BIRTH!!Total population!!Native!!Born in United States!!State of residence","PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state","PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","PLACE OF BIRTH!!Total population!!Foreign born","U.S. CITIZENSHIP STATUS","U.S. CITIZENSHIP STATUS!!Foreign-born population","U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen","U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen","YEAR OF ENTRY","YEAR OF ENTRY!!Population born outside the United States","YEAR OF ENTRY!!Population born outside the United States!!Native","YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered 2010 or later","YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered before 2010","YEAR OF ENTRY!!Population born outside the United States!!Foreign born","YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered 2010 or later","YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered before 2010","WORLD REGION OF BIRTH OF FOREIGN BORN","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Asia","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Africa","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Oceania","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Latin America","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Northern America","LANGUAGE SPOKEN AT HOME","LANGUAGE SPOKEN AT HOME!!Population 5 years and over","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than ""very well""","ANCESTRY","ANCESTRY!!Total population","ANCESTRY!!Total population!!American","ANCESTRY!!Total population!!Arab","ANCESTRY!!Total population!!Czech","ANCESTRY!!Total population!!Danish","ANCESTRY!!Total population!!Dutch","ANCESTRY!!Total population!!English","ANCESTRY!!Total population!!French (except Basque)","ANCESTRY!!Total population!!French Canadian","ANCESTRY!!Total population!!German","ANCESTRY!!Total population!!Greek","ANCESTRY!!Total population!!Hungarian","ANCESTRY!!Total population!!Irish","ANCESTRY!!Total population!!Italian","ANCESTRY!!Total population!!Lithuanian","ANCESTRY!!Total population!!Norwegian","ANCESTRY!!Total population!!Polish","ANCESTRY!!Total population!!Portuguese","ANCESTRY!!Total population!!Russian","ANCESTRY!!Total population!!Scotch-Irish","ANCESTRY!!Total population!!Scottish","ANCESTRY!!Total population!!Slovak","ANCESTRY!!Total population!!Subsaharan African","ANCESTRY!!Total population!!Swedish","ANCESTRY!!Total population!!Swiss","ANCESTRY!!Total population!!Ukrainian","ANCESTRY!!Total population!!Welsh","ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups)","COMPUTERS AND INTERNET USE","COMPUTERS AND INTERNET USE!!Total households","COMPUTERS AND INTERNET USE!!Total households!!With a computer","COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription"
"    Percent","","2,372","24.3%","(X)","11.9%","(X)","18.6%","(X)","17.5%","3.8%","45.2%","(X)","35.5%","6.8%","13.3%","23.2%","(X)","(X)","","3,926","60.4%","12.7%","7.2%","15.2%","3.0%","1.5%","","1,433","42.6%","44.2%","0.0%","0.0%","13.1%","2,028","43.3%","24.1%","2.8%","7.4%","22.4%","","47","0.0%","(X)","(X)","(X)","(X)","(X)","","6","100.0%","","0.0%","0.0%","0.0%","100.0%","6","50.0%","100.0%","","442","9.0%","6.6%","39.6%","9.0%","35.7%","","3,191","0.2%","1.3%","12.7%","24.9%","6.6%","34.3%","20.0%","98.5%","54.2%","","3,455","5.7%","","3,926","13.7%","471","8.9%","2,754","10.5%","701","29.4%","","3,879","86.5%","13.5%","13.5%","3.9%","9.6%","5.7%","3.8%","0.0%","","3,926","93.2%","90.9%","58.4%","32.5%","2.3%","6.8%","","266","54.1%","45.9%","","358","92","15.2%","84.8%","266","11.7%","88.3%","","266","57.1%","14.7%","16.5%","0.0%","11.7%","0.0%","","3,699","87.6%","12.4%","5.7%","2.8%","0.1%","7.8%","3.9%","0.6%","0.6%","1.2%","1.2%","","3,926","8.5%","0.0%","0.8%","1.5%","0.6%","10.3%","2.0%","0.2%","34.0%","1.6%","0.2%","14.8%","6.5%","0.0%","0.0%","3.4%","0.0%","0.0%","1.4%","2.0%","0.0%","1.1%","6.3%","0.7%","0.3%","0.0%","0.0%","","2,372","86.7%","84.2%"
"Census Tract 1141.02, St. Louis city, Missouri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,131","940","(X)","82","(X)","308","(X)","197","86","801","(X)","738","214","500","603","2.07","2.96","","4,401","2,131","892","95","1,040","80","163","","1,677","617","985","0","16","59","2,109","755","911","13","127","303","","24","0","0","20","0","23","20","","19","0","","0","0","0","0","0","0","0","","910","84","19","271","314","222","","3,218","16","52","383","715","243","889","920","3,150","1,809","","3,558","255","","4,401","450","843","12","2,721","102","837","336","","4,377","3,564","813","813","294","519","372","147","0","","4,401","4,301","4,301","3,054","1,247","0","100","","100","72","28","","100","0","0","0","100","11","89","","100","89","11","0","0","0","0","","4,196","4,011","185","67","55","11","130","56","0","0","0","0","","4,401","202","0","0","0","13","310","170","0","1,756","28","20","1,312","833","28","13","113","0","18","46","96","20","0","0","38","22","35","0","","2,131","1,984","1,881"
"    Percent","","2,131","44.1%","(X)","3.8%","(X)","14.5%","(X)","9.2%","4.0%","37.6%","(X)","34.6%","10.0%","23.5%","28.3%","(X)","(X)","","4,401","48.4%","20.3%","2.2%","23.6%","1.8%","3.7%","","1,677","36.8%","58.7%","0.0%","1.0%","3.5%","2,109","35.8%","43.2%","0.6%","6.0%","14.4%","","24","0.0%","(X)","(X)","(X)","(X)","(X)","","19","0.0%","","0.0%","0.0%","0.0%","0.0%","0","-","-","","910","9.2%","2.1%","29.8%","34.5%","24.4%","","3,218","0.5%","1.6%","11.9%","22.2%","7.6%","27.6%","28.6%","97.9%","56.2%","","3,558","7.2%","","4,401","10.2%","843","1.4%","2,721","3.7%","837","40.1%","","4,377","81.4%","18.6%","18.6%","6.7%","11.9%","8.5%","3.4%","0.0%","","4,401","97.7%","97.7%","69.4%","28.3%","0.0%","2.3%","","100","72.0%","28.0%","","100","0","-","-","100","11.0%","89.0%","","100","89.0%","11.0%","0.0%","0.0%","0.0%","0.0%","","4,196","95.6%","4.4%","1.6%","1.3%","0.3%","3.1%","1.3%","0.0%","0.0%","0.0%","0.0%","","4,401","4.6%","0.0%","0.0%","0.0%","0.3%","7.0%","3.9%","0.0%","39.9%","0.6%","0.5%","29.8%","18.9%","0.6%","0.3%","2.6%","0.0%","0.4%","1.0%","2.2%","0.5%","0.0%","0.0%","0.9%","0.5%","0.8%","0.0%","","2,131","93.1%","88.3%"
"Census Tract 1142, St. Louis city, Missouri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,231","810","(X)","238","(X)","312","(X)","272","46","871","(X)","717","214","330","468","1.81","2.53","","4,046","2,231","780","251","693","27","64","","1,561","598","807","0","14","142","2,094","782","797","0","164","351","","35","0","0","29","0","32","28","","26","26","","26","0","0","0","26","26","0","","395","55","0","154","76","110","","3,465","121","94","569","668","193","1,197","623","3,250","1,820","","3,589","76","","4,046","407","457","52","3,040","250","549","105","","3,994","3,628","366","366","91","275","147","128","0","","4,046","3,728","3,701","2,705","996","27","318","","318","293","25","","345","27","0","27","318","8","310","","318","96","125","0","0","81","16","","3,819","3,415","404","215","121","73","136","46","147","96","0","0","","4,046","228","29","0","0","86","395","273","15","1,463","0","0","715","463","44","15","133","0","0","92","113","0","0","31","52","0","89","0","","2,231","2,100","2,033"
"    Percent","","2,231","36.3%","(X)","10.7%","(X)","14.0%","(X)","12.2%","2.1%","39.0%","(X)","32.1%","9.6%","14.8%","21.0%","(X)","(X)","","4,046","55.1%","19.3%","6.2%","17.1%","0.7%","1.6%","","1,561","38.3%","51.7%","0.0%","0.9%","9.1%","2,094","37.3%","38.1%","0.0%","7.8%","16.8%","","35","0.0%","(X)","(X)","(X)","(X)","(X)","","26","100.0%","","100.0%","0.0%","0.0%","0.0%","26","100.0%","0.0%","","395","13.9%","0.0%","39.0%","19.2%","27.8%","","3,465","3.5%","2.7%","16.4%","19.3%","5.6%","34.5%","18.0%","93.8%","52.5%","","3,589","2.1%","","4,046","10.1%","457","11.4%","3,040","8.2%","549","19.1%","","3,994","90.8%","9.2%","9.2%","2.3%","6.9%","3.7%","3.2%","0.0%","","4,046","92.1%","91.5%","66.9%","24.6%","0.7%","7.9%","","318","92.1%","7.9%","","345","27","0.0%","100.0%","318","2.5%","97.5%","","318","30.2%","39.3%","0.0%","0.0%","25.5%","5.0%","","3,819","89.4%","10.6%","5.6%","3.2%","1.9%","3.6%","1.2%","3.8%","2.5%","0.0%","0.0%","","4,046","5.6%","0.7%","0.0%","0.0%","2.1%","9.8%","6.7%","0.4%","36.2%","0.0%","0.0%","17.7%","11.4%","1.1%","0.4%","3.3%","0.0%","0.0%","2.3%","2.8%","0.0%","0.0%","0.8%","1.3%","0.0%","2.2%","0.0%","","2,231","94.1%","91.1%"
"Census Tract 1143, St. Louis city, Missouri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,949","1,043","(X)","161","(X)","752","(X)","483","114","993","(X)","711","285","680","749","2.04","2.92","","6,012","2,949","998","150","1,511","183","221","","2,358","1,037","1,034","34","38","215","2,533","782","1,007","57","197","490","","91","0","0","68","0","171","0","","57","0","","0","0","0","0","0","0","0","","1,085","86","108","562","88","241","","4,508","101","39","652","1,089","225","1,417","985","4,368","2,402","","4,815","361","","6,017","436","1,202","41","3,943","262","872","133","","5,913","5,309","604","588","255","333","182","151","16","","6,017","5,794","5,755","4,040","1,715","39","223","","223","60","163","","262","39","0","39","223","26","197","","223","81","14","32","26","70","0","","5,584","5,159","425","192","178","133","120","46","95","13","32","0","","6,017","123","82","95","1","281","798","163","15","1,895","11","17","1,514","535","0","19","183","0","69","64","126","15","1","25","29","69","106","50","","2,949","2,862","2,849"
"    Percent","","2,949","35.4%","(X)","5.5%","(X)","25.5%","(X)","16.4%","3.9%","33.7%","(X)","24.1%","9.7%","23.1%","25.4%","(X)","(X)","","6,012","49.1%","16.6%","2.5%","25.1%","3.0%","3.7%","","2,358","44.0%","43.9%","1.4%","1.6%","9.1%","2,533","30.9%","39.8%","2.3%","7.8%","19.3%","","91","0.0%","(X)","(X)","(X)","(X)","(X)","","57","0.0%","","0.0%","0.0%","0.0%","0.0%","0","-","-","","1,085","7.9%","10.0%","51.8%","8.1%","22.2%","","4,508","2.2%","0.9%","14.5%","24.2%","5.0%","31.4%","21.9%","96.9%","53.3%","","4,815","7.5%","","6,017","7.2%","1,202","3.4%","3,943","6.6%","872","15.3%","","5,913","89.8%","10.2%","9.9%","4.3%","5.6%","3.1%","2.6%","0.3%","","6,017","96.3%","95.6%","67.1%","28.5%","0.6%","3.7%","","223","26.9%","73.1%","","262","39","0.0%","100.0%","223","11.7%","88.3%","","223","36.3%","6.3%","14.3%","11.7%","31.4%","0.0%","","5,584","92.4%","7.6%","3.4%","3.2%","2.4%","2.1%","0.8%","1.7%","0.2%","0.6%","0.0%","","6,017","2.0%","1.4%","1.6%","0.0%","4.7%","13.3%","2.7%","0.2%","31.5%","0.2%","0.3%","25.2%","8.9%","0.0%","0.3%","3.0%","0.0%","1.1%","1.1%","2.1%","0.2%","0.0%","0.4%","0.5%","1.1%","1.8%","0.8%","","2,949","97.0%","96.6%"
"Census Tract 1151, St. Louis city, Missouri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,960","552","(X)","136","(X)","511","(X)","433","45","761","(X)","316","132","664","406","2.15","2.91","","4,219","1,960","541","143","1,304","153","118","","1,704","733","584","151","40","196","1,835","574","594","210","172","285","","86","72","129","81","0","161","0","","92","43","","0","19","8","16","43","43","19","","883","231","0","379","192","81","","3,108","214","291","1,111","563","356","382","191","2,603","573","","3,376","150","","4,219","769","1,044","13","2,683","458","492","298","","4,365","3,790","575","424","197","227","140","87","151","","4,420","3,521","3,498","2,985","513","23","899","","899","424","475","","922","23","10","13","899","436","463","","899","300","520","28","0","51","0","","4,004","3,097","907","514","100","34","422","351","55","55","330","74","","4,420","240","362","5","32","22","196","137","11","763","0","0","217","172","4","28","141","0","18","0","51","0","50","20","0","7","0","0","","1,960","1,740","1,597"
"    Percent","","1,960","28.2%","(X)","6.9%","(X)","26.1%","(X)","22.1%","2.3%","38.8%","(X)","16.1%","6.7%","33.9%","20.7%","(X)","(X)","","4,219","46.5%","12.8%","3.4%","30.9%","3.6%","2.8%","","1,704","43.0%","34.3%","8.9%","2.3%","11.5%","1,835","31.3%","32.4%","11.4%","9.4%","15.5%","","86","83.7%","(X)","(X)","(X)","(X)","(X)","","92","46.7%","","0.0%","20.7%","8.7%","17.4%","43","100.0%","44.2%","","883","26.2%","0.0%","42.9%","21.7%","9.2%","","3,108","6.9%","9.4%","35.7%","18.1%","11.5%","12.3%","6.1%","83.8%","18.4%","","3,376","4.4%","","4,219","18.2%","1,044","1.2%","2,683","17.1%","492","60.6%","","4,365","86.8%","13.2%","9.7%","4.5%","5.2%","3.2%","2.0%","3.5%","","4,420","79.7%","79.1%","67.5%","11.6%","0.5%","20.3%","","899","47.2%","52.8%","","922","23","43.5%","56.5%","899","48.5%","51.5%","","899","33.4%","57.8%","3.1%","0.0%","5.7%","0.0%","","4,004","77.3%","22.7%","12.8%","2.5%","0.8%","10.5%","8.8%","1.4%","1.4%","8.2%","1.8%","","4,420","5.4%","8.2%","0.1%","0.7%","0.5%","4.4%","3.1%","0.2%","17.3%","0.0%","0.0%","4.9%","3.9%","0.1%","0.6%","3.2%","0.0%","0.4%","0.0%","1.2%","0.0%","1.1%","0.5%","0.0%","0.2%","0.0%","0.0%","","1,960","88.8%","81.5%"
"Census Tract 1152, St. Louis city, Missouri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,361","333","(X)","57","(X)","564","(X)","436","30","407","(X)","290","6","310","117","2.02","3.19","","2,749","1,361","389","47","719","172","61","","1,247","505","404","47","28","263","932","297","458","0","102","75","","32","32","95","52","0","95","0","","65","32","","0","0","0","32","32","0","0","","566","26","83","313","19","125","","1,913","140","283","576","321","189","159","245","1,490","404","","2,092","155","","2,749","483","657","97","1,913","286","179","100","","2,717","2,366","351","351","295","56","56","0","0","","2,749","2,200","2,172","1,798","374","28","549","","549","236","313","","577","28","0","28","549","214","335","","549","77","198","242","0","32","0","","2,623","1,877","746","358","181","63","162","77","97","60","306","158","","2,749","133","145","5","0","0","75","81","5","276","0","7","185","17","0","0","38","0","0","0","3","0","281","23","21","0","14","0","","1,361","1,130","1,048"
"    Percent","","1,361","24.5%","(X)","4.2%","(X)","41.4%","(X)","32.0%","2.2%","29.9%","(X)","21.3%","0.4%","22.8%","8.6%","(X)","(X)","","2,749","49.5%","14.2%","1.7%","26.2%","6.3%","2.2%","","1,247","40.5%","32.4%","3.8%","2.2%","21.1%","932","31.9%","49.1%","0.0%","10.9%","8.0%","","32","100.0%","(X)","(X)","(X)","(X)","(X)","","65","49.2%","","0.0%","0.0%","0.0%","49.2%","32","0.0%","0.0%","","566","4.6%","14.7%","55.3%","3.4%","22.1%","","1,913","7.3%","14.8%","30.1%","16.8%","9.9%","8.3%","12.8%","77.9%","21.1%","","2,092","7.4%","","2,749","17.6%","657","14.8%","1,913","15.0%","179","55.9%","","2,717","87.1%","12.9%","12.9%","10.9%","2.1%","2.1%","0.0%","0.0%","","2,749","80.0%","79.0%","65.4%","13.6%","1.0%","20.0%","","549","43.0%","57.0%","","577","28","0.0%","100.0%","549","39.0%","61.0%","","549","14.0%","36.1%","44.1%","0.0%","5.8%","0.0%","","2,623","71.6%","28.4%","13.6%","6.9%","2.4%","6.2%","2.9%","3.7%","2.3%","11.7%","6.0%","","2,749","4.8%","5.3%","0.2%","0.0%","0.0%","2.7%","2.9%","0.2%","10.0%","0.0%","0.3%","6.7%","0.6%","0.0%","0.0%","1.4%","0.0%","0.0%","0.0%","0.1%","0.0%","10.2%","0.8%","0.8%","0.0%","0.5%","0.0%","","1,361","83.0%","77.0%"
"Census Tract 1153, St. Louis city, Missouri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,246","724","(X)","185","(X)","626","(X)","540","56","711","(X)","467","62","651","335","2.19","3.11","","4,912","2,246","681","215","1,440","241","89","","1,907","743","736","68","142","218","2,043","632","799","87","180","345","","13","9","16","11","0","19","7","","86","37","","0","0","0","37","37","35","5","","1,264","112","15","667","269","201","","3,448","275","371","974","847","395","486","100","2,802","586","","3,751","229","","4,912","769","1,161","27","3,305","484","446","258","","4,885","4,409","476","458","359","99","59","40","18","","4,918","3,926","3,916","3,268","648","10","992","","992","354","638","","1,002","10","0","10","992","331","661","","992","48","609","17","27","291","0","","4,671","3,451","1,220","717","489","175","352","260","343","265","36","17","","4,918","419","14","0","0","18","98","102","0","690","0","27","439","67","0","10","46","0","0","9","0","0","44","0","0","0","52","0","","2,246","1,756","1,544"
