"Label (Grouping)","HOUSEHOLDS BY TYPE","HOUSEHOLDS BY TYPE!!Total households","HOUSEHOLDS BY TYPE!!Total households!!Married-couple household","HOUSEHOLDS BY TYPE!!Total households!!Married-couple household!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household","HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone!!65 years and over","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone!!65 years and over","HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over","HOUSEHOLDS BY TYPE!!Total households!!Average household size","HOUSEHOLDS BY TYPE!!Total households!!Average family size","RELATIONSHIP","RELATIONSHIP!!Population in households","RELATIONSHIP!!Population in households!!Householder","RELATIONSHIP!!Population in households!!Spouse","RELATIONSHIP!!Population in households!!Unmarried partner","RELATIONSHIP!!Population in households!!Child","RELATIONSHIP!!Population in households!!Other relatives","RELATIONSHIP!!Population in households!!Other nonrelatives","MARITAL STATUS","MARITAL STATUS!!Males 15 years and over","MARITAL STATUS!!Males 15 years and over!!Never married","MARITAL STATUS!!Males 15 years and over!!Now married, except separated","MARITAL STATUS!!Males 15 years and over!!Separated","MARITAL STATUS!!Males 15 years and over!!Widowed","MARITAL STATUS!!Males 15 years and over!!Divorced","MARITAL STATUS!!Females 15 years and over","MARITAL STATUS!!Females 15 years and over!!Never married","MARITAL STATUS!!Females 15 years and over!!Now married, except separated","MARITAL STATUS!!Females 15 years and over!!Separated","MARITAL STATUS!!Females 15 years and over!!Widowed","MARITAL STATUS!!Females 15 years and over!!Divorced","FERTILITY","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old","GRANDPARENTS","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married","SCHOOL ENROLLMENT","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8)","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school","EDUCATIONAL ATTAINMENT","EDUCATIONAL ATTAINMENT!!Population 25 years and over","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","VETERAN STATUS","VETERAN STATUS!!Civilian population 18 years and over","VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability","RESIDENCE 1 YEAR AGO","RESIDENCE 1 YEAR AGO!!Population 1 year and over","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Same county","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Different county","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Different county!!Same state","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Different county!!Different state","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Abroad","PLACE OF BIRTH","PLACE OF BIRTH!!Total population","PLACE OF BIRTH!!Total population!!Native","PLACE OF BIRTH!!Total population!!Native!!Born in United States","PLACE OF BIRTH!!Total population!!Native!!Born in United States!!State of residence","PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state","PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","PLACE OF BIRTH!!Total population!!Foreign born","U.S. CITIZENSHIP STATUS","U.S. CITIZENSHIP STATUS!!Foreign-born population","U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen","U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen","YEAR OF ENTRY","YEAR OF ENTRY!!Population born outside the United States","YEAR OF ENTRY!!Population born outside the United States!!Native","YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered 2010 or later","YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered before 2010","YEAR OF ENTRY!!Population born outside the United States!!Foreign born","YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered 2010 or later","YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered before 2010","WORLD REGION OF BIRTH OF FOREIGN BORN","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Asia","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Africa","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Oceania","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Latin America","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Northern America","LANGUAGE SPOKEN AT HOME","LANGUAGE SPOKEN AT HOME!!Population 5 years and over","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than ""very well""","ANCESTRY","ANCESTRY!!Total population","ANCESTRY!!Total population!!American","ANCESTRY!!Total population!!Arab","ANCESTRY!!Total population!!Czech","ANCESTRY!!Total population!!Danish","ANCESTRY!!Total population!!Dutch","ANCESTRY!!Total population!!English","ANCESTRY!!Total population!!French (except Basque)","ANCESTRY!!Total population!!French Canadian","ANCESTRY!!Total population!!German","ANCESTRY!!Total population!!Greek","ANCESTRY!!Total population!!Hungarian","ANCESTRY!!Total population!!Irish","ANCESTRY!!Total population!!Italian","ANCESTRY!!Total population!!Lithuanian","ANCESTRY!!Total population!!Norwegian","ANCESTRY!!Total population!!Polish","ANCESTRY!!Total population!!Portuguese","ANCESTRY!!Total population!!Russian","ANCESTRY!!Total population!!Scotch-Irish","ANCESTRY!!Total population!!Scottish","ANCESTRY!!Total population!!Slovak","ANCESTRY!!Total population!!Subsaharan African","ANCESTRY!!Total population!!Swedish","ANCESTRY!!Total population!!Swiss","ANCESTRY!!Total population!!Ukrainian","ANCESTRY!!Total population!!Welsh","ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups)","COMPUTERS AND INTERNET USE","COMPUTERS AND INTERNET USE!!Total households","COMPUTERS AND INTERNET USE!!Total households!!With a computer","COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription"
"    Percent","","1,140","42.5%","(X)","5.5%","(X)","22.4%","(X)","15.5%","2.6%","29.6%","(X)","23.7%","4.6%","23.9%","17.0%","(X)","(X)","","2,372","48.1%","21.5%","2.4%","20.5%","5.6%","2.0%","","1,004","45.7%","47.4%","0.0%","0.2%","6.7%","1,074","31.2%","51.5%","1.0%","2.7%","13.6%","","35","0.0%","(X)","(X)","(X)","(X)","(X)","","50","0.0%","","0.0%","0.0%","0.0%","0.0%","0","-","-","","398","2.3%","2.5%","30.4%","32.2%","32.7%","","1,916","0.0%","3.1%","28.8%","20.4%","9.0%","26.6%","12.1%","96.9%","38.7%","","1,981","4.9%","","2,372","11.0%","391","5.9%","1,727","8.8%","254","33.5%","","2,340","89.8%","10.2%","10.2%","5.6%","4.7%","4.1%","0.5%","0.0%","","2,372","95.7%","95.7%","74.8%","20.9%","0.0%","4.3%","","103","71.8%","28.2%","","103","0","-","-","103","29.1%","70.9%","","103","19.4%","53.4%","27.2%","0.0%","0.0%","0.0%","","2,261","95.2%","4.8%","1.5%","0.6%","0.0%","1.3%","0.0%","1.5%","1.5%","1.5%","0.0%","","2,372","3.9%","0.5%","0.5%","0.0%","1.9%","11.6%","2.7%","1.7%","33.2%","0.0%","0.8%","24.0%","7.5%","0.5%","0.9%","2.1%","0.3%","0.5%","2.7%","2.0%","0.0%","0.0%","0.7%","0.0%","0.0%","0.3%","0.0%","","1,140","98.9%","90.5%"
"Census Tract 1038, St. Louis city, Missouri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,884","834","(X)","184","(X)","447","(X)","398","215","419","(X)","339","164","430","577","2.05","2.67","","3,855","1,884","843","175","821","40","92","","1,748","511","865","53","10","309","1,550","394","852","8","92","204","","94","8","23","124","0","213","42","","0","0","","0","0","0","0","0","0","0","","563","64","39","220","116","124","","3,039","38","75","638","648","284","802","554","2,926","1,356","","3,229","287","","3,857","471","656","18","2,471","196","730","257","","3,776","3,393","383","383","181","202","124","78","0","","3,885","3,713","3,681","2,967","714","32","172","","172","41","131","","204","32","0","32","172","77","95","","172","32","26","0","0","114","0","","3,589","3,300","289","133","182","98","18","0","89","35","0","0","","3,885","209","49","28","0","7","449","98","0","1,593","16","28","987","272","0","13","148","0","20","17","93","0","6","21","0","8","9","0","","1,884","1,778","1,630"
"    Percent","","1,884","44.3%","(X)","9.8%","(X)","23.7%","(X)","21.1%","11.4%","22.2%","(X)","18.0%","8.7%","22.8%","30.6%","(X)","(X)","","3,855","48.9%","21.9%","4.5%","21.3%","1.0%","2.4%","","1,748","29.2%","49.5%","3.0%","0.6%","17.7%","1,550","25.4%","55.0%","0.5%","5.9%","13.2%","","94","8.5%","(X)","(X)","(X)","(X)","(X)","","0","-","","-","-","-","-","0","-","-","","563","11.4%","6.9%","39.1%","20.6%","22.0%","","3,039","1.3%","2.5%","21.0%","21.3%","9.3%","26.4%","18.2%","96.3%","44.6%","","3,229","8.9%","","3,857","12.2%","656","2.7%","2,471","7.9%","730","35.2%","","3,776","89.9%","10.1%","10.1%","4.8%","5.3%","3.3%","2.1%","0.0%","","3,885","95.6%","94.7%","76.4%","18.4%","0.8%","4.4%","","172","23.8%","76.2%","","204","32","0.0%","100.0%","172","44.8%","55.2%","","172","18.6%","15.1%","0.0%","0.0%","66.3%","0.0%","","3,589","91.9%","8.1%","3.7%","5.1%","2.7%","0.5%","0.0%","2.5%","1.0%","0.0%","0.0%","","3,885","5.4%","1.3%","0.7%","0.0%","0.2%","11.6%","2.5%","0.0%","41.0%","0.4%","0.7%","25.4%","7.0%","0.0%","0.3%","3.8%","0.0%","0.5%","0.4%","2.4%","0.0%","0.2%","0.5%","0.0%","0.2%","0.2%","0.0%","","1,884","94.4%","86.5%"
"Census Tract 1042, St. Louis city, Missouri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,811","575","(X)","207","(X)","534","(X)","379","85","495","(X)","400","66","299","324","1.94","2.75","","3,518","1,811","557","196","486","239","229","","1,713","895","640","24","34","120","1,477","571","635","0","117","154","","82","0","0","79","0","18","161","","104","25","","0","0","16","9","25","12","25","","668","15","43","95","64","451","","2,977","37","67","484","476","128","890","895","2,873","1,785","","3,137","199","","3,518","361","454","6","2,671","258","393","97","","3,483","2,700","783","733","315","418","258","160","50","","3,591","3,210","3,199","2,024","1,175","11","381","","381","32","349","","392","11","0","11","381","250","131","","381","54","253","67","0","7","0","","3,291","2,899","392","111","33","0","138","3","203","108","18","0","","3,591","92","29","0","110","36","182","52","0","1,302","18","37","730","237","10","27","43","0","54","125","76","10","186","41","0","0","0","10","","1,811","1,744","1,715"
"    Percent","","1,811","31.8%","(X)","11.4%","(X)","29.5%","(X)","20.9%","4.7%","27.3%","(X)","22.1%","3.6%","16.5%","17.9%","(X)","(X)","","3,518","51.5%","15.8%","5.6%","13.8%","6.8%","6.5%","","1,713","52.2%","37.4%","1.4%","2.0%","7.0%","1,477","38.7%","43.0%","0.0%","7.9%","10.4%","","82","0.0%","(X)","(X)","(X)","(X)","(X)","","104","24.0%","","0.0%","0.0%","15.4%","8.7%","25","48.0%","100.0%","","668","2.2%","6.4%","14.2%","9.6%","67.5%","","2,977","1.2%","2.3%","16.3%","16.0%","4.3%","29.9%","30.1%","96.5%","60.0%","","3,137","6.3%","","3,518","10.3%","454","1.3%","2,671","9.7%","393","24.7%","","3,483","77.5%","22.5%","21.0%","9.0%","12.0%","7.4%","4.6%","1.4%","","3,591","89.4%","89.1%","56.4%","32.7%","0.3%","10.6%","","381","8.4%","91.6%","","392","11","0.0%","100.0%","381","65.6%","34.4%","","381","14.2%","66.4%","17.6%","0.0%","1.8%","0.0%","","3,291","88.1%","11.9%","3.4%","1.0%","0.0%","4.2%","0.1%","6.2%","3.3%","0.5%","0.0%","","3,591","2.6%","0.8%","0.0%","3.1%","1.0%","5.1%","1.4%","0.0%","36.3%","0.5%","1.0%","20.3%","6.6%","0.3%","0.8%","1.2%","0.0%","1.5%","3.5%","2.1%","0.3%","5.2%","1.1%","0.0%","0.0%","0.0%","0.3%","","1,811","96.3%","94.7%"
"Census Tract 1045, St. Louis city, Missouri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,377","364","(X)","103","(X)","470","(X)","407","51","440","(X)","262","24","243","202","1.65","2.24","","2,276","1,377","341","108","285","77","88","","1,110","576","409","0","0","125","920","410","354","13","57","86","","13","13","29","18","-","34","0","","19","19","","0","0","19","0","19","10","19","","437","37","11","46","5","338","","1,821","50","38","274","255","76","478","650","1,733","1,128","","2,025","125","","2,281","270","256","0","1,751","163","274","107","","2,269","1,756","513","478","188","290","124","166","35","","2,281","1,978","1,939","1,050","889","39","303","","303","109","194","","342","39","0","39","303","114","189","","303","42","209","14","0","38","0","","2,171","1,820","351","74","21","0","193","30","114","21","23","23","","2,281","75","31","6","0","7","145","58","0","493","38","0","518","176","0","44","85","0","22","29","34","0","33","55","43","0","0","11","","1,377","1,358","1,253"
"    Percent","","1,377","26.4%","(X)","7.5%","(X)","34.1%","(X)","29.6%","3.7%","32.0%","(X)","19.0%","1.7%","17.6%","14.7%","(X)","(X)","","2,276","60.5%","15.0%","4.7%","12.5%","3.4%","3.9%","","1,110","51.9%","36.8%","0.0%","0.0%","11.3%","920","44.6%","38.5%","1.4%","6.2%","9.3%","","13","100.0%","(X)","(X)","(X)","(X)","(X)","","19","100.0%","","0.0%","0.0%","100.0%","0.0%","19","52.6%","100.0%","","437","8.5%","2.5%","10.5%","1.1%","77.3%","","1,821","2.7%","2.1%","15.0%","14.0%","4.2%","26.2%","35.7%","95.2%","61.9%","","2,025","6.2%","","2,281","11.8%","256","0.0%","1,751","9.3%","274","39.1%","","2,269","77.4%","22.6%","21.1%","8.3%","12.8%","5.5%","7.3%","1.5%","","2,281","86.7%","85.0%","46.0%","39.0%","1.7%","13.3%","","303","36.0%","64.0%","","342","39","0.0%","100.0%","303","37.6%","62.4%","","303","13.9%","69.0%","4.6%","0.0%","12.5%","0.0%","","2,171","83.8%","16.2%","3.4%","1.0%","0.0%","8.9%","1.4%","5.3%","1.0%","1.1%","1.1%","","2,281","3.3%","1.4%","0.3%","0.0%","0.3%","6.4%","2.5%","0.0%","21.6%","1.7%","0.0%","22.7%","7.7%","0.0%","1.9%","3.7%","0.0%","1.0%","1.3%","1.5%","0.0%","1.4%","2.4%","1.9%","0.0%","0.0%","0.5%","","1,377","98.6%","91.0%"
"Census Tract 1051.98, St. Louis city, Missouri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,538","606","(X)","48","(X)","431","(X)","266","68","453","(X)","312","153","311","473","2.11","2.81","","3,246","1,538","602","52","545","143","366","","1,541","759","621","32","33","96","1,436","575","629","7","63","162","","13","1","2","17","0","0","67","","47","31","","0","0","31","0","31","19","31","","1,095","31","0","222","188","654","","2,203","61","32","104","99","83","621","1,203","2,110","1,824","","2,801","96","","3,300","285","499","0","2,166","80","635","205","","3,260","2,636","624","442","153","289","120","169","182","","3,300","2,784","2,751","1,336","1,415","33","516","","516","135","381","","549","33","0","33","516","327","189","","516","90","312","55","0","50","9","","3,220","2,684","536","94","37","0","158","0","320","94","21","0","","3,300","55","64","31","19","36","418","74","0","832","0","14","297","64","6","35","91","0","82","10","74","18","12","80","21","9","21","0","","1,538","1,514","1,449"
"    Percent","","1,538","39.4%","(X)","3.1%","(X)","28.0%","(X)","17.3%","4.4%","29.5%","(X)","20.3%","9.9%","20.2%","30.8%","(X)","(X)","","3,246","47.4%","18.5%","1.6%","16.8%","4.4%","11.3%","","1,541","49.3%","40.3%","2.1%","2.1%","6.2%","1,436","40.0%","43.8%","0.5%","4.4%","11.3%","","13","7.7%","(X)","(X)","(X)","(X)","(X)","","47","66.0%","","0.0%","0.0%","66.0%","0.0%","31","61.3%","100.0%","","1,095","2.8%","0.0%","20.3%","17.2%","59.7%","","2,203","2.8%","1.5%","4.7%","4.5%","3.8%","28.2%","54.6%","95.8%","82.8%","","2,801","3.4%","","3,300","8.6%","499","0.0%","2,166","3.7%","635","32.3%","","3,260","80.9%","19.1%","13.6%","4.7%","8.9%","3.7%","5.2%","5.6%","","3,300","84.4%","83.4%","40.5%","42.9%","1.0%","15.6%","","516","26.2%","73.8%","","549","33","0.0%","100.0%","516","63.4%","36.6%","","516","17.4%","60.5%","10.7%","0.0%","9.7%","1.7%","","3,220","83.4%","16.6%","2.9%","1.1%","0.0%","4.9%","0.0%","9.9%","2.9%","0.7%","0.0%","","3,300","1.7%","1.9%","0.9%","0.6%","1.1%","12.7%","2.2%","0.0%","25.2%","0.0%","0.4%","9.0%","1.9%","0.2%","1.1%","2.8%","0.0%","2.5%","0.3%","2.2%","0.5%","0.4%","2.4%","0.6%","0.3%","0.6%","0.0%","","1,538","98.4%","94.2%"
"Census Tract 1052, St. Louis city, Missouri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,548","472","(X)","105","(X)","442","(X)","395","89","529","(X)","387","116","332","332","1.85","2.88","","2,864","1,548","406","101","565","157","87","","1,166","575","451","77","29","34","1,289","490","465","10","78","246","","114","0","0","143","0","212","0","","0","0","","0","0","0","0","0","0","0","","624","67","34","77","64","382","","2,141","48","35","214","305","155","768","616","2,058","1,384","","2,383","157","","2,864","331","481","0","1,999","190","384","141","","2,796","2,146","650","611","118","493","217","276","39","","2,864","2,567","2,537","1,502","1,035","30","297","","297","170","127","","327","30","0","30","297","140","157","","297","67","120","34","0","50","26","","2,566","2,143","423","46","150","0","109","9","130","37","34","0","","2,864","49","0","0","0","7","177","53","0","324","0","16","119","36","7","0","55","0","33","29","9","49","86","5","0","0","0","0","","1,548","1,415","1,359"
"    Percent","","1,548","30.5%","(X)","6.8%","(X)","28.6%","(X)","25.5%","5.7%","34.2%","(X)","25.0%","7.5%","21.4%","21.4%","(X)","(X)","","2,864","54.1%","14.2%","3.5%","19.7%","5.5%","3.0%","","1,166","49.3%","38.7%","6.6%","2.5%","2.9%","1,289","38.0%","36.1%","0.8%","6.1%","19.1%","","114","0.0%","(X)","(X)","(X)","(X)","(X)","","0","-","","-","-","-","-","0","-","-","","624","10.7%","5.4%","12.3%","10.3%","61.2%","","2,141","2.2%","1.6%","10.0%","14.2%","7.2%","35.9%","28.8%","96.1%","64.6%","","2,383","6.6%","","2,864","11.6%","481","0.0%","1,999","9.5%","384","36.7%","","2,796","76.8%","23.2%","21.9%","4.2%","17.6%","7.8%","9.9%","1.4%","","2,864","89.6%","88.6%","52.4%","36.1%","1.0%","10.4%","","297","57.2%","42.8%","","327","30","0.0%","100.0%","297","47.1%","52.9%","","297","22.6%","40.4%","11.4%","0.0%","16.8%","8.8%","","2,566","83.5%","16.5%","1.8%","5.8%","0.0%","4.2%","0.4%","5.1%","1.4%","1.3%","0.0%","","2,864","1.7%","0.0%","0.0%","0.0%","0.2%","6.2%","1.9%","0.0%","11.3%","0.0%","0.6%","4.2%","1.3%","0.2%","0.0%","1.9%","0.0%","1.2%","1.0%","0.3%","1.7%","3.0%","0.2%","0.0%","0.0%","0.0%","0.0%","","1,548","91.4%","87.8%"
"Census Tract 1053, St. Louis city, Missouri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,174","133","(X)","87","(X)","271","(X)","230","48","683","(X)","442","112","288","287","1.86","2.99","","2,183","1,174","135","92","646","95","41","","691","283","132","11","18","247","1,072","439","147","143","117","226","","58","48","97","83","0","131","35","","47","24","","0","0","24","0","24","24","0","","432","0","50","160","74","148","","1,414","55","320","213","380","54","210","182","1,039","392","","1,686","189","","2,169","461","483","5","1,352","272","334","184","","2,120","1,703","417","343","61","282","172","110","74","","2,183","2,157","2,149","1,609","540","8","26","","26","0","26","","34","8","0","8","26","19","7","","26","0","19","0","0","7","0","","1,984","1,848","136","0","78","0","8","0","19","0","31","0","","2,183","9","0","0","0","0","43","35","0","6","0","0","36","8","0","0","0","17","0","10","0","0","17","0","0","0","0","69","","1,174","940","764"
