,geoid,name,geometry,centroid,total,total_male,total_female,total_children_under14,total_youth_15_24,total_adult_25_64,total_seniors_65above,EMPLOYMENT STATUS!!Population 16 years and over,EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force,EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed,EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed,EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force,COMMUTING TO WORK!!Workers 16 years and over,"COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- drove alone","COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- carpooled",COMMUTING TO WORK!!Workers 16 years and over!!Public transportation (excluding taxicab),COMMUTING TO WORK!!Workers 16 years and over!!Walked,COMMUTING TO WORK!!Workers 16 years and over!!Other means,COMMUTING TO WORK!!Workers 16 years and over!!Worked from home,COMMUTING TO WORK!!Workers 16 years and over!!Mean travel time to work (minutes),INCOME AND BENEFITS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Total households,INCOME AND BENEFITS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Total households!!Median household income (dollars),INCOME AND BENEFITS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Total households!!Mean household income (dollars),INCOME AND BENEFITS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Total households!!With earnings!!Mean earnings (dollars),INCOME AND BENEFITS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Families,INCOME AND BENEFITS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Families!!Mean family income (dollars),INCOME AND BENEFITS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Per capita income (dollars),HOUSING OCCUPANCY!!Total housing units,HOUSING OCCUPANCY!!Total housing units!!Occupied housing units,HOUSING OCCUPANCY!!Total housing units!!Vacant housing units,HOUSING OCCUPANCY!!Total housing units!!Homeowner vacancy rate,HOUSING OCCUPANCY!!Total housing units!!Rental vacancy rate,GROSS RENT!!Occupied units paying rent,GROSS RENT!!Occupied units paying rent!!Median (dollars),GROSS RENT!!Occupied units paying rent!!No rent paid,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,"SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool",SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8),SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school,EDUCATIONAL ATTAINMENT!!Population 25 years and over,EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade,"EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma",EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),"EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree",EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate degree,EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor degree,EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher,EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor degree or higher,COMPUTERS AND INTERNET USE!!Total households,COMPUTERS AND INTERNET USE!!Total households!!With a computer,COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription,osm_aeroway,osm_edu_higher,osm_farm_landuse,osm_finance,osm_highway_pri,osm_hotel,osm_ind_landuse,osm_military_landuse,osm_post_office,osm_prison_cemetary,osm_public_transport_station,osm_residential_landuse,osm_comm_landuse,osm_edu_early,osm_event_center,osm_healthcare,osm_religious_landuse,osm_retail_landuse,osm_sport,osm_sustenance,osm_tourism,osm_transportation
0,14000US29510101100,"Census Tract 1011, St. Louis, MO","MULTIPOLYGON (((-90.286953 38.55552200000003, -90.28692200000002 38.555556, -90.286879 38.55559900000002, -90.286751 38.55573199999999, -90.28670900000002 38.555776, -90.28655500000001 38.55593999999999, -90.28609299999999 38.55643200000002, -90.285939 38.55659599999998, -90.28583500000001 38.556705, -90.285526 38.557035, -90.28542299999999 38.55714499999999, -90.285093 38.55749400000002, -90.2846 38.55801999999999, -90.284115 38.55855100000001, -90.283967 38.55871399999999, -90.28379099999999 38.55890600000001, -90.28372400000001 38.55897700000001, -90.283525 38.55919300000001, -90.28345899999999 38.559265, -90.28322199999999 38.55951400000001, -90.283142 38.559597, -90.283061 38.559681, -90.28298599999999 38.55976, -90.28291 38.55984000000001, -90.282904 38.55973399999999, -90.281104 38.55852500000002, -90.280968 38.55828, -90.280164 38.55765899999999, -90.279708 38.55734000000002, -90.27875 38.55667100000001, -90.278105 38.556431, -90.27440799999999 38.55627400000003, -90.274339 38.55627200000001, -90.273386 38.55607300000004, -90.27278099999999 38.55584999999999, -90.272617 38.555836, -90.27256 38.555909, -90.27239 38.55613099999999, -90.272334 38.55620500000002, -90.272271 38.55626799999998, -90.27212 38.55642100000003, -90.27207900000001 38.55645600000001, -90.272012 38.556515, -90.271671 38.556814, -90.271525 38.556943, -90.27126399999999 38.55716200000001, -90.270867 38.55749800000001, -90.270625 38.55770500000001, -90.270453 38.55785200000002, -90.270313 38.55797200000001, -90.27001199999999 38.558247, -90.26969 38.558541, -90.269285 38.55889199999998, -90.26913999999999 38.559018, -90.268705 38.55939900000002, -90.26856100000001 38.55952600000001, -90.268418 38.55965700000002, -90.26817200000001 38.55988399999999, -90.26799 38.56005300000001, -90.267944 38.560097, -90.26784499999999 38.56018199999999, -90.26769299999999 38.56031200000002, -90.267492 38.56048600000001, -90.26739600000001 38.560569, -90.267236 38.560698, -90.267081 38.56082399999999, -90.26687100000002 38.56071800000001, -90.266688 38.56061999999999, -90.26551600000001 38.55999800000001, -90.265463 38.55997000000001, -90.26512200000001 38.55979900000001, -90.264865 38.55967, -90.26456 38.559518, -90.2641 38.55927400000002, -90.263847 38.55914, -90.26354499999999 38.55898000000003, -90.26263899999999 38.558501, -90.262337 38.55834200000001, -90.262473 38.55820799999998, -90.26275600000001 38.557933, -90.262891 38.55781400000002, -90.263035 38.557689, -90.26318000000002 38.55756100000001, -90.263617 38.557178, -90.263763 38.557051, -90.263909 38.55692200000001, -90.264348 38.55653600000002, -90.264495 38.556408, -90.2646 38.556315, -90.26464300000001 38.556278, -90.265096 38.55589599999999, -90.265248 38.55576900000001, -90.26543100000001 38.555611, -90.26545900000001 38.55558799999999, -90.266115 38.55506800000002, -90.266257 38.554956, -90.266329 38.55489000000003, -90.266481 38.55474900000002, -90.266544 38.554693, -90.266948 38.554338, -90.267105 38.55420200000002, -90.266992 38.554137, -90.266656 38.55394399999999, -90.266544 38.55388, -90.26639000000002 38.55378900000001, -90.26608700000001 38.55361099999998, -90.26593 38.553518, -90.265777 38.553428, -90.265972 38.55341500000001, -90.26655700000001 38.553379, -90.26675299999999 38.553368, -90.26743200000001 38.55330400000002, -90.26939400000001 38.553123, -90.26947199999999 38.55311500000001, -90.270152 38.553049, -90.270222 38.553042, -90.27043500000001 38.55301999999999, -90.270506 38.55301400000003, -90.270708 38.55215300000003, -90.27080599999999 38.55174, -90.271106 38.55046599999998, -90.27113900000001 38.550326, -90.27117200000001 38.55018499999998, -90.27127299999999 38.549758, -90.271316 38.549571, -90.27137300000001 38.54933100000001, -90.271446 38.54902100000002, -90.271519 38.548711, -90.271537 38.54871000000003, -90.271753 38.54868900000001, -90.272243 38.54864000000002, -90.27266400000001 38.54859600000001, -90.27273099999999 38.548633, -90.27313500000001 38.54885600000002, -90.27345700000001 38.54903199999999, -90.27366000000001 38.54914399999998, -90.27409299999999 38.549383, -90.275116 38.549695, -90.275797 38.54990300000001, -90.27648100000002 38.55011199999999, -90.277863 38.550535, -90.27798300000001 38.550585, -90.278167 38.55069300000003, -90.278728 38.551098, -90.279236 38.55143, -90.279297 38.55146699999997, -90.279321 38.551482, -90.27946900000001 38.55156199999999, -90.27948600000001 38.551572, -90.279545 38.55160600000001, -90.27963200000001 38.55165699999998, -90.27989700000001 38.551809, -90.279957 38.551845, -90.27998700000001 38.551861, -90.28004100000001 38.55188799999999, -90.28016599999999 38.551952, -90.280203 38.55197200000001, -90.28025700000001 38.55200199999999, -90.280311 38.55203399999997, -90.280477 38.552135, -90.28053300000001 38.552169, -90.280563 38.55218699999999, -90.280742 38.55229200000001, -90.280799 38.552325, -90.281385 38.55263299999999, -90.28160100000001 38.552746, -90.281876 38.55289100000001, -90.282701 38.553329, -90.28337200000001 38.55370400000001, -90.283418 38.55372999999999, -90.283652 38.553867, -90.28373999999999 38.55391900000001, -90.283771 38.55393199999997, -90.28384699999999 38.553966, -90.28460099999999 38.554327, -90.285357 38.55468900000001, -90.28700000000001 38.55547399999998, -90.286953 38.55552200000003)))",POINT (-3646841.044531376 -155839.4707763521),2391.0,1142.0,1249.0,288.0,218.0,1468.0,417.0,2080,1375,1375,1243,132,0,705,1229,1069,110,15,0,27,8,23.0,1041,53651,58229,61186,626,65338,26296,1118,1041,77,2.8,0.0,81,1005,16,391,15,18,150,137,71,1885,91,157,737,429,145,261,65,1637,326,1041,927,866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,14000US29510101200,"Census Tract 1012, St. Louis, MO","MULTIPOLYGON (((-90.28291 38.55984000000001, -90.28262100000001 38.56014299999998, -90.28197400000001 38.560829, -90.28136600000001 38.56147500000001, -90.281217 38.561631, -90.280749 38.56212099999999, -90.280379 38.56250900000001, -90.280334 38.56255700000003, -90.280199 38.562704, -90.28015499999999 38.562753, -90.280058 38.56285700000002, -90.27977 38.56317300000002, -90.279674 38.56327799999997, -90.27965 38.56330299999999, -90.279578 38.56338100000004, -90.279555 38.56340699999999, -90.279484 38.56348400000001, -90.279274 38.563717, -90.27920399999999 38.56379500000001, -90.279048 38.563968, -90.278927 38.564103, -90.278582 38.564487, -90.27842699999999 38.564661, -90.278341 38.56475600000001, -90.278083 38.56504200000001, -90.277998 38.56513799999998, -90.277958 38.565179, -90.277841 38.565305, -90.27780199999999 38.565348, -90.277674 38.56548399999998, -90.277292 38.565895, -90.277165 38.56603199999998, -90.277033 38.566173, -90.276814 38.566409, -90.27663800000001 38.566599, -90.27650700000001 38.56674200000003, -90.27637799999999 38.56688100000001, -90.275992 38.56729900000001, -90.275864 38.567439, -90.27522399999999 38.568139, -90.27445899999999 38.568982, -90.274404 38.56904300000001, -90.27409900000001 38.56937999999999, -90.27377999999999 38.56972900000002, -90.27262 38.569143, -90.271857 38.568742, -90.271666 38.568641, -90.271277 38.568437, -90.271092 38.568346, -90.27090000000001 38.56825099999998, -90.270516 38.568062, -90.26985000000002 38.56772800000002, -90.270224 38.567324, -90.270577 38.566926, -90.271258 38.56610200000001, -90.27158799999999 38.565703, -90.2719 38.565359, -90.272347 38.564825, -90.273115 38.56394, -90.273043 38.56390200000001, -90.272644 38.56369300000001, -90.271519 38.56311700000001, -90.271067 38.56288600000001, -90.270314 38.56250300000001, -90.269712 38.56219200000002, -90.269262 38.56196000000003, -90.268987 38.56181699999999, -90.26875200000001 38.561696, -90.268168 38.561381, -90.26789599999999 38.561235, -90.26773300000001 38.56115199999999, -90.26724400000001 38.560906, -90.267081 38.56082399999999, -90.267236 38.560698, -90.26739600000001 38.560569, -90.267492 38.56048600000001, -90.26769299999999 38.56031200000002, -90.26784499999999 38.56018199999999, -90.267944 38.560097, -90.26799 38.56005300000001, -90.26817200000001 38.55988399999999, -90.268418 38.55965700000002, -90.26856100000001 38.55952600000001, -90.268705 38.55939900000002, -90.26913999999999 38.559018, -90.269285 38.55889199999998, -90.26969 38.558541, -90.27001199999999 38.558247, -90.270313 38.55797200000001, -90.270453 38.55785200000002, -90.270625 38.55770500000001, -90.270867 38.55749800000001, -90.27126399999999 38.55716200000001, -90.271525 38.556943, -90.271671 38.556814, -90.272012 38.556515, -90.27207900000001 38.55645600000001, -90.27212 38.55642100000003, -90.272271 38.55626799999998, -90.272334 38.55620500000002, -90.27239 38.55613099999999, -90.27256 38.555909, -90.272617 38.555836, -90.27278099999999 38.55584999999999, -90.273386 38.55607300000004, -90.274339 38.55627200000001, -90.27440799999999 38.55627400000003, -90.278105 38.556431, -90.27875 38.55667100000001, -90.279708 38.55734000000002, -90.280164 38.55765899999999, -90.280968 38.55828, -90.281104 38.55852500000002, -90.282904 38.55973399999999, -90.28291 38.55984000000001)))",POINT (-3646497.902788972 -153394.0857113454),3626.0,2063.0,1563.0,844.0,237.0,2027.0,518.0,2769,2072,2072,2049,23,0,697,1939,1726,91,24,12,0,86,26.9,1427,75436,102061,101458,895,113234,42569,1527,1427,100,0.0,0.0,260,831,12,891,297,22,350,78,144,2545,49,105,614,549,159,729,340,2391,1069,1427,1296,1220,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,3.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0
2,14000US29510101300,"Census Tract 1013, St. Louis, MO","MULTIPOLYGON (((-90.273618 38.56990400000003, -90.273308 38.57024100000002, -90.27312999999999 38.570435, -90.27296800000001 38.57061199999998, -90.27294999999999 38.57062999999999, -90.27290000000001 38.57068600000002, -90.27288299999999 38.57070499999998, -90.272766 38.57083000000002, -90.272419 38.57120800000001, -90.27230400000001 38.57133499999999, -90.27212299999999 38.571531, -90.271581 38.572121, -90.271401 38.57231800000002, -90.27131900000001 38.57240800000002, -90.271288 38.572445, -90.27098400000001 38.572821, -90.270968 38.572844, -90.270878 38.572989, -90.27078 38.57314199999999, -90.270764 38.57316800000001, -90.27050300000002 38.57361299999999, -90.270498 38.57362299999998, -90.27040599999999 38.57376699999999, -90.270314 38.57391000000001, -90.27003999999999 38.57434100000001, -90.269949 38.574485, -90.269865 38.57461800000001, -90.26961300000001 38.575021, -90.269533 38.575157, -90.26946700000001 38.575267, -90.269423 38.575376, -90.26937200000002 38.57550600000004, -90.269176 38.576073, -90.26909999999998 38.57630799999999, -90.26881600000002 38.57616099999998, -90.26796400000001 38.57572, -90.267681 38.57557400000001, -90.267382 38.57542, -90.266975 38.57520500000003, -90.26552 38.57443800000002, -90.264861 38.57409499999999, -90.264156 38.57372800000003, -90.26389399999999 38.57359, -90.263109 38.57317700000004, -90.26284800000001 38.57304, -90.262697 38.57296, -90.262244 38.57272300000001, -90.26209299999999 38.572644, -90.261982 38.572586, -90.26164799999999 38.57241299999999, -90.26153800000002 38.57235599999999, -90.26133900000001 38.572253, -90.26074199999999 38.57194400000002, -90.260544 38.571841, -90.26043199999999 38.57178300000001, -90.260237 38.57167500000001, -90.25932 38.571172, -90.25901500000001 38.57100500000002, -90.258888 38.57093500000001, -90.258605 38.57078000000002, -90.258509 38.57072699999999, -90.25838299999999 38.57065899999998, -90.258218 38.57056900000003, -90.25772499999999 38.57029899999998, -90.257561 38.57021, -90.257349 38.570094, -90.257285 38.570059, -90.256708 38.569759, -90.256495 38.56964800000002, -90.256288 38.56954, -90.255669 38.56921799999998, -90.25546300000001 38.56911100000001, -90.25524799999999 38.56899800000001, -90.254953 38.56884399999998, -90.25468100000001 38.56870100000002, -90.254605 38.568661, -90.25439100000001 38.56854899999999, -90.25455100000001 38.56836600000002, -90.254667 38.56823599999998, -90.254717 38.56817499999998, -90.254969 38.567876, -90.25502400000001 38.56781100000002, -90.25518099999999 38.56762500000001, -90.25533 38.56744699999997, -90.2556 38.567126, -90.25577 38.56692399999999, -90.25577800000001 38.56691300000002, -90.25592899999999 38.566737, -90.25606000000001 38.56658600000002, -90.25625400000001 38.566365, -90.256456 38.56613300000001, -90.25658900000001 38.565983, -90.25670100000001 38.565854, -90.25703800000001 38.56546700000001, -90.25715099999999 38.565339, -90.257178 38.565307, -90.257259 38.56521100000001, -90.25728700000001 38.56518000000001, -90.25742 38.56502500000003, -90.257819 38.56455999999999, -90.257952 38.56440499999999, -90.25865400000001 38.56358699999999, -90.258867 38.56333500000001, -90.25937500000001 38.56273699999999, -90.25945900000001 38.56263899999998, -90.259609 38.562502, -90.259647 38.56248400000001, -90.258658 38.56199400000001, -90.257645 38.561463, -90.25669000000001 38.560962, -90.256225 38.56071799999999, -90.25573300000001 38.560479, -90.255437 38.560303, -90.255346 38.56025599999997, -90.255241 38.56020000000002, -90.25511899999999 38.560135, -90.25515900000001 38.560116, -90.25528199999999 38.56005799999999, -90.255323 38.56004, -90.255498 38.55995800000001, -90.25556400000001 38.55992400000001, -90.255833 38.55979, -90.256259 38.559525, -90.256269 38.55951999999999, -90.25648299999999 38.55937900000003, -90.25669499999999 38.55924, -90.256742 38.55920300000002, -90.257153 38.558882, -90.25747699999999 38.55861800000002, -90.257656 38.55847400000002, -90.257718 38.55841799999999, -90.25778200000001 38.558359, -90.25795100000001 38.558206, -90.257975 38.55818, -90.258036 38.558117, -90.258122 38.55802500000001, -90.258301 38.55783700000002, -90.258376 38.557745, -90.25845700000002 38.55764899999998, -90.25854200000001 38.557545, -90.25864199999999 38.55742599999999, -90.25877800000001 38.55721900000002, -90.258853 38.557108, -90.258909 38.557023, -90.259002 38.556884, -90.259075 38.55676799999999, -90.25913 38.55668300000004, -90.259226 38.55673400000003, -90.259322 38.556785, -90.259517 38.55688600000001, -90.259615 38.556937, -90.259686 38.556974, -90.259899 38.55708800000002, -90.25997 38.55712700000002, -90.260256 38.55727600000001, -90.26084299999999 38.557583, -90.261116 38.55772000000003, -90.261172 38.557749, -90.261404 38.55786700000001, -90.26159 38.55796200000001, -90.26215000000001 38.55824700000003, -90.262337 38.55834200000001, -90.26263899999999 38.558501, -90.26354499999999 38.55898000000003, -90.263847 38.55914, -90.2641 38.55927400000002, -90.26456 38.559518, -90.264865 38.55967, -90.26512200000001 38.55979900000001, -90.265463 38.55997000000001, -90.26551600000001 38.55999800000001, -90.266688 38.56061999999999, -90.26687100000002 38.56071800000001, -90.267081 38.56082399999999, -90.26724400000001 38.560906, -90.26773300000001 38.56115199999999, -90.26789599999999 38.561235, -90.268168 38.561381, -90.26875200000001 38.561696, -90.268987 38.56181699999999, -90.269262 38.56196000000003, -90.269712 38.56219200000002, -90.270314 38.56250300000001, -90.271067 38.56288600000001, -90.271519 38.56311700000001, -90.272644 38.56369300000001, -90.273043 38.56390200000001, -90.273115 38.56394, -90.272347 38.564825, -90.2719 38.565359, -90.27158799999999 38.565703, -90.271258 38.56610200000001, -90.270577 38.566926, -90.270224 38.567324, -90.26985000000002 38.56772800000002, -90.270516 38.568062, -90.27090000000001 38.56825099999998, -90.271092 38.568346, -90.271277 38.568437, -90.271666 38.568641, -90.271857 38.568742, -90.27262 38.569143, -90.27377999999999 38.56972900000002, -90.273618 38.56990400000003)))",POINT (-3643139.86954045 -152218.606194359),3712.0,1638.0,2074.0,538.0,268.0,2196.0,710.0,3144,2372,2372,2313,59,0,772,2313,1984,207,1,13,0,108,26.3,1911,64553,82667,88486,853,103652,43122,2117,1911,206,3.4,7.5,876,938,0,661,68,32,290,119,152,2906,75,97,720,588,192,466,768,2734,1234,1911,1691,1698,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,1.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,12.0
3,14000US29510101400,"Census Tract 1014, St. Louis, MO","MULTIPOLYGON (((-90.259609 38.562502, -90.25945900000001 38.56263899999998, -90.25937500000001 38.56273699999999, -90.258867 38.56333500000001, -90.25865400000001 38.56358699999999, -90.257952 38.56440499999999, -90.257819 38.56455999999999, -90.25742 38.56502500000003, -90.25728700000001 38.56518000000001, -90.257259 38.56521100000001, -90.257178 38.565307, -90.25715099999999 38.565339, -90.25703800000001 38.56546700000001, -90.25670100000001 38.565854, -90.25658900000001 38.565983, -90.256456 38.56613300000001, -90.25625400000001 38.566365, -90.25606000000001 38.56658600000002, -90.25592899999999 38.566737, -90.25577800000001 38.56691300000002, -90.25577 38.56692399999999, -90.2556 38.567126, -90.25533 38.56744699999997, -90.25518099999999 38.56762500000001, -90.25502400000001 38.56781100000002, -90.254969 38.567876, -90.254717 38.56817499999998, -90.254667 38.56823599999998, -90.25455100000001 38.56836600000002, -90.25439100000001 38.56854899999999, -90.254169 38.56843200000001, -90.25376900000001 38.56822200000001, -90.25350400000001 38.56807900000001, -90.25328399999999 38.567961, -90.25313199999999 38.56787899999998, -90.25267599999999 38.56763300000006, -90.25252399999999 38.567552, -90.252472 38.56752400000003, -90.252319 38.56744099999998, -90.25226800000002 38.56741400000001, -90.252056 38.567301, -90.25142 38.56696200000005, -90.251209 38.56684900000003, -90.251105 38.56679400000002, -90.25108899999999 38.56678600000002, -90.250732 38.566597, -90.250614 38.56653400000003, -90.25052700000001 38.566489, -90.250266 38.566354, -90.250179 38.566309, -90.24996500000002 38.566197, -90.249324 38.565862, -90.249111 38.565751, -90.24903 38.565708, -90.248788 38.56558199999997, -90.24870799999999 38.56553999999998, -90.24858100000002 38.56547199999999, -90.24820099999999 38.56527000000001, -90.248075 38.565203, -90.248008 38.565167, -90.247809 38.56506199999998, -90.247743 38.56502700000003, -90.247601 38.56495099999999, -90.247175 38.56472400000001, -90.247034 38.564649, -90.24698400000001 38.56462199999998, -90.246835 38.564542, -90.246786 38.56451599999999, -90.24669299999999 38.56446599999997, -90.246414 38.56431800000001, -90.24632099999999 38.564269, -90.246255 38.56423300000001, -90.24605699999999 38.564125, -90.24599199999999 38.56409, -90.246044 38.56402600000001, -90.24617000000001 38.563875, -90.24620200000001 38.56383700000001, -90.246256 38.563776, -90.246314 38.56370800000005, -90.246336 38.56368400000002, -90.24651 38.563528, -90.246577 38.56347000000005, -90.24659 38.56333500000001, -90.246582 38.56326899999998, -90.246574 38.56320600000002, -90.24653600000001 38.563053, -90.24651799999999 38.56300500000004, -90.246444 38.56282100000001, -90.24636700000001 38.56265599999999, -90.24695 38.56250300000001, -90.247185 38.562448, -90.24791 38.562256, -90.24869700000001 38.56203900000001, -90.248727 38.56203100000003, -90.249278 38.56187500000005, -90.249292 38.561871, -90.249335 38.561858, -90.24935000000001 38.56185500000002, -90.249398 38.561841, -90.249359 38.561801, -90.249244 38.56168099999996, -90.249206 38.561642, -90.249264 38.561572, -90.249439 38.56136400000001, -90.249498 38.56129500000002, -90.24968800000001 38.56106799999997, -90.250001 38.56069899999997, -90.250264 38.560393, -90.25045799999999 38.56016900000003, -90.25056499999999 38.560045, -90.25075200000001 38.55983000000001, -90.250884 38.559671, -90.25099 38.559546, -90.251175 38.559323, -90.25146100000001 38.55898299999998, -90.25172999999999 38.558654, -90.251814 38.558553, -90.251921 38.55843600000002, -90.25201000000001 38.55833899999999, -90.2522 38.55818200000002, -90.25223800000001 38.55815200000001, -90.25295800000001 38.55764200000001, -90.253114 38.55751000000001, -90.25340499999999 38.55726800000001, -90.25359400000001 38.557109, -90.253967 38.55679799999999, -90.25415700000001 38.55662899999999, -90.25434300000001 38.55646599999999, -90.25438200000001 38.55642999999998, -90.254502 38.55632400000004, -90.254542 38.55628999999998, -90.25466299999999 38.55618200000001, -90.255028 38.55586000000005, -90.25514999999999 38.55575300000001, -90.255312 38.555609, -90.25580100000001 38.555178, -90.25596400000001 38.55503499999999, -90.256058 38.555094, -90.256135 38.55513600000003, -90.256167 38.555153, -90.25654 38.555341, -90.256671 38.55540300000001, -90.25685199999999 38.55548900000002, -90.257036 38.55557700000002, -90.257047 38.555582, -90.257576 38.55586700000003, -90.257757 38.555965, -90.258616 38.556409, -90.25913 38.55668300000004, -90.259075 38.55676799999999, -90.259002 38.556884, -90.258909 38.557023, -90.258853 38.557108, -90.25877800000001 38.55721900000002, -90.25864199999999 38.55742599999999, -90.25854200000001 38.557545, -90.25845700000002 38.55764899999998, -90.258376 38.557745, -90.258301 38.55783700000002, -90.258122 38.55802500000001, -90.258036 38.558117, -90.257975 38.55818, -90.25795100000001 38.558206, -90.25778200000001 38.558359, -90.257718 38.55841799999999, -90.257656 38.55847400000002, -90.25747699999999 38.55861800000002, -90.257153 38.558882, -90.256742 38.55920300000002, -90.25669499999999 38.55924, -90.25648299999999 38.55937900000003, -90.256269 38.55951999999999, -90.256259 38.559525, -90.255833 38.55979, -90.25556400000001 38.55992400000001, -90.255498 38.55995800000001, -90.255323 38.56004, -90.25528199999999 38.56005799999999, -90.25515900000001 38.560116, -90.25511899999999 38.560135, -90.255241 38.56020000000002, -90.255346 38.56025599999997, -90.255437 38.560303, -90.25573300000001 38.560479, -90.256225 38.56071799999999, -90.25669000000001 38.560962, -90.257645 38.561463, -90.258658 38.56199400000001, -90.259647 38.56248400000001, -90.259609 38.562502)))",POINT (-3640423.76919232 -154329.4964500791),2834.0,1708.0,1126.0,565.0,473.0,1511.0,285.0,2261,1618,1605,1527,78,13,643,1540,1140,116,100,18,12,154,27.5,1138,58633,76903,88092,676,97606,33769,1403,1138,265,0.0,12.5,335,855,8,830,102,35,307,197,189,1796,30,128,591,320,101,370,256,1638,626,1138,1021,964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,3.0
